id,name,category,measure,date,non_compliance
BIH,Bosnia and Herzegovina,Movement restrictions,Visa restrictions,2020-03-12,Not available
BIH,Bosnia and Herzegovina,Social distancing,Limit public gatherings,2020-03-12,Not available
BIH,Bosnia and Herzegovina,Public health measures,Introduction of quarantine policies,2020-03-12,Not available
BIH,Bosnia and Herzegovina,Social distancing,Schools closure,2020-03-12,Not applicable
BIH,Bosnia and Herzegovina,Social distancing,Public services closure,2020-03-12,Not applicable
BIH,Bosnia and Herzegovina,Public health measures,General recommendations,2020-03-12,Not applicable
BIH,Bosnia and Herzegovina,Movement restrictions,Visa restrictions,2020-03-15,Not applicable
BIH,Bosnia and Herzegovina,Governance and socio-economic measures,Economic measures,2020-03-19,Not applicable
BIH,Bosnia and Herzegovina,Public health measures,Health screenings in airports and border crossings,2020-03-18,Not applicable
BIH,Bosnia and Herzegovina,Public health measures,Strengthening the public health system,2020-03-17,Not applicable
BIH,Bosnia and Herzegovina,Governance and socio-economic measures,State of emergency declared,2020-03-16,Not applicable
BIH,Bosnia and Herzegovina,Governance and socio-economic measures,Economic measures,2020-03-16,Not applicable
BIH,Bosnia and Herzegovina,Public health measures,General recommendations,2020-03-16,
BIH,Bosnia and Herzegovina,Governance and socio-economic measures,Economic measures,2020-03-16,
BIH,Bosnia and Herzegovina,Movement restrictions,Border closure,2020-03-19,
BIH,Bosnia and Herzegovina,Public health measures,Strengthening the public health system,2020-03-19,Fines
BIH,Bosnia and Herzegovina,Public health measures,Awareness campaigns,2020-03-27,Not applicable
BIH,Bosnia and Herzegovina,Governance and socio-economic measures,Economic measures,2020-03-26,Not applicable
BIH,Bosnia and Herzegovina,Movement restrictions,International flights suspension,2020-03-24,Not applicable
BIH,Bosnia and Herzegovina,Governance and socio-economic measures,Economic measures,2020-03-24,Not applicable
BIH,Bosnia and Herzegovina,Public health measures,Strengthening the public health system,2020-03-22,Not applicable
BIH,Bosnia and Herzegovina,Movement restrictions,Curfews,2020-03-22,Other (add in comments)
BIH,Bosnia and Herzegovina,Movement restrictions,Curfews,,Other (add in comments)
BIH,Bosnia and Herzegovina,Movement restrictions,Curfews,2020-03-21,Not available
BIH,Bosnia and Herzegovina,Public health measures,Introduction of quarantine policies,2020-03-27,Other (add in comments)
BWA,Botswana,Movement restrictions,International flights suspension,2020-03-13,
BWA,Botswana,Movement restrictions,Visa restrictions,2020-03-21,
BWA,Botswana,Public health measures,Testing policy,2020-03-18,
BWA,Botswana,Social distancing,Limit public gatherings,2020-03-16,
BWA,Botswana,Public health measures,General recommendations,2020-03-19,
BWA,Botswana,Movement restrictions,Border closure,2020-03-24,
BWA,Botswana,Public health measures,Introduction of quarantine policies,2020-03-24,Fines
BWA,Botswana,Movement restrictions,Visa restrictions,2020-03-20,
BWA,Botswana,Movement restrictions,Visa restrictions,2020-03-20,
BWA,Botswana,Movement restrictions,Visa restrictions,2020-03-20,
BWA,Botswana,Social distancing,Limit public gatherings,2020-03-20,
BWA,Botswana,Movement restrictions,International flights suspension,2020-03-20,
BWA,Botswana,Social distancing,Limit public gatherings,2020-03-20,
BWA,Botswana,Social distancing,Limit public gatherings,2020-03-20,
BWA,Botswana,Social distancing,Limit public gatherings,2020-03-20,
BWA,Botswana,Social distancing,Limit public gatherings,2020-03-20,
BWA,Botswana,Public health measures,General recommendations,2020-03-20,
BWA,Botswana,Governance and socio-economic measures,State of emergency declared,2020-04-03,
BWA,Botswana,Governance and socio-economic measures,Economic measures,2020-04-03,
BWA,Botswana,Governance and socio-economic measures,Economic measures,2020-04-03,
BWA,Botswana,Lockdown,Partial lockdown,2020-04-03,
BWA,Botswana,Governance and socio-economic measures,State of emergency declared,2020-04-02,
BWA,Botswana,Lockdown,Partial lockdown,2020-04-02,
BWA,Botswana,Governance and socio-economic measures,Economic measures,2020-04-02,
BRA,Brazil,Public health measures,Health screenings in airports and border crossings,2020-03-07,Not available
BRA,Brazil,Public health measures,Introduction of quarantine policies,2020-03-13,Not applicable
BRA,Brazil,Social distancing,Changes in prison-related policies,2020-03-16,
BRA,Brazil,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-20,
BRA,Brazil,Public health measures,Introduction of quarantine policies,2020-03-20,
BRA,Brazil,Public health measures,Awareness campaigns,2020-03-18,
BRA,Brazil,Movement restrictions,Border closure,2020-03-19,
BRA,Brazil,Movement restrictions,Visa restrictions,2020-03-23,Not applicable
BRA,Brazil,Movement restrictions,Border closure,2020-03-18,Not applicable
BRA,Brazil,Movement restrictions,Border closure,2020-03-19,Not applicable
BRA,Brazil,Public health measures,Awareness campaigns,2020-03-23,Not applicable
BRA,Brazil,Movement restrictions,Border closure,2020-03-30,Not applicable
BRA,Brazil,Movement restrictions,Visa restrictions,2020-03-30,Not applicable
BRA,Brazil,Movement restrictions,Border closure,2020-03-27,Not applicable
BRN,Brunei Darussalam,Social distancing,Schools closure,2020-03-10,Not applicable
BRN,Brunei Darussalam,Social distancing,Limit public gatherings,2020-03-10,Not applicable
BRN,Brunei Darussalam,Movement restrictions,Visa restrictions,,Not applicable
BRN,Brunei Darussalam,Public health measures,Awareness campaigns,,Not applicable
BRN,Brunei Darussalam,Public health measures,General recommendations,2020-03-09,
BRN,Brunei Darussalam,Public health measures,Introduction of quarantine policies,2020-03-10,
BRN,Brunei Darussalam,Public health measures,Introduction of quarantine policies,2020-01-30,Fines
BRN,Brunei Darussalam,Social distancing,Limit public gatherings,2020-03-13,
BRN,Brunei Darussalam,Movement restrictions,Domestic travel restrictions,2020-03-16,
BRN,Brunei Darussalam,Lockdown,Partial lockdown,2020-03-18,
BRN,Brunei Darussalam,Movement restrictions,Visa restrictions,2020-03-17,
BRN,Brunei Darussalam,Public health measures,Introduction of quarantine policies,2020-03-17,
BRN,Brunei Darussalam,Public health measures,Awareness campaigns,2020-03-18,
BRN,Brunei Darussalam,Public health measures,Health screenings in airports and border crossings,2020-03-20,
BRN,Brunei Darussalam,Social distancing,Public services closure,2020-03-21,
BRN,Brunei Darussalam,Public health measures,General recommendations,2020-03-19,
BRN,Brunei Darussalam,Public health measures,Strengthening the public health system,,
BRN,Brunei Darussalam,Public health measures,Introduction of quarantine policies,2020-03-20,
BRN,Brunei Darussalam,Social distancing,Limit public gatherings,2020-01-30,Arrest/Detention
BGR,Bulgaria,Public health measures,Health screenings in airports and border crossings,,Not applicable
BGR,Bulgaria,Public health measures,Introduction of quarantine policies,2020-01-03,Not applicable
BGR,Bulgaria,Movement restrictions,International flights suspension,,Not applicable
BGR,Bulgaria,Social distancing,Schools closure,2020-03-13,Not applicable
BGR,Bulgaria,Social distancing,Limit public gatherings,,Not applicable
BGR,Bulgaria,Governance and socio-economic measures,State of emergency declared,2020-03-13,Not applicable
BGR,Bulgaria,Lockdown,Partial lockdown,2020-03-13,Other (add in comments)
BGR,Bulgaria,Social distancing,Public services closure,2020-03-13,Not applicable
BGR,Bulgaria,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-13,Not applicable
BGR,Bulgaria,Public health measures,Introduction of quarantine policies,2020-03-13,Arrest/Detention
BGR,Bulgaria,Movement restrictions,Border closure,,Refusal to enter the country
BGR,Bulgaria,Public health measures,Strengthening the public health system,2020-01-31,Not applicable
BGR,Bulgaria,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-12,Not applicable
BGR,Bulgaria,Social distancing,Schools closure,2020-03-11,Not applicable
BGR,Bulgaria,Movement restrictions,International flights suspension,2020-03-13,Not applicable
BGR,Bulgaria,Movement restrictions,Border closure,2020-03-18,Refusal to enter the country
BGR,Bulgaria,Public health measures,Health screenings in airports and border crossings,2020-03-18,Refusal to enter the country
BGR,Bulgaria,Movement restrictions,International flights suspension,2020-03-17,Not applicable
BGR,Bulgaria,Movement restrictions,Border closure,2020-03-17,Refusal to enter the country
BGR,Bulgaria,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-18,Not applicable
BFA,Burkina Faso,Social distancing,Schools closure,2020-03-18,Not applicable
BFA,Burkina Faso,Social distancing,Limit public gatherings,2020-03-12,Not applicable
BFA,Burkina Faso,Public health measures,Health screenings in airports and border crossings,2020-03-12,Not applicable
BFA,Burkina Faso,Movement restrictions,Border checks,2020-03-12,Not applicable
BFA,Burkina Faso,Public health measures,Awareness campaigns,2020-02-13,Not applicable
BFA,Burkina Faso,Social distancing,Limit public gatherings,2020-03-19,Not applicable
BFA,Burkina Faso,Movement restrictions,International flights suspension,2020-03-21,Not applicable
BFA,Burkina Faso,Movement restrictions,Border closure,2020-03-21,Not applicable
BFA,Burkina Faso,Movement restrictions,Curfews,2020-03-21,Not applicable
BFA,Burkina Faso,Public health measures,Amendments to funeral and burial regulations,2020-03-21,Not available
BFA,Burkina Faso,Social distancing,Limit public gatherings,2020-03-21,Not applicable
BFA,Burkina Faso,Public health measures,Introduction of quarantine policies,2020-03-27,Not available
BFA,Burkina Faso,Social distancing,Schools closure,2020-03-27,Not applicable
BFA,Burkina Faso,Governance and socio-economic measures,State of emergency declared,2020-03-26,Not applicable
BDI,Burundi,Public health measures,Health screenings in airports and border crossings,2020-03-15,Not applicable
BDI,Burundi,Public health measures,Introduction of quarantine policies,2020-03-06,Not applicable
BDI,Burundi,Public health measures,Introduction of quarantine policies,2020-03-12,Not applicable
BDI,Burundi,Public health measures,Introduction of quarantine policies,2020-03-19,Not applicable
BDI,Burundi,Public health measures,General recommendations,2020-03-16,Not applicable
BDI,Burundi,Movement restrictions,International flights suspension,2020-03-22,Not applicable
BDI,Burundi,Movement restrictions,Visa restrictions,2020-03-22,Not applicable
BDI,Burundi,Movement restrictions,International flights suspension,2020-03-28,Not applicable
BDI,Burundi,Movement restrictions,Border checks,2020-03-28,Not applicable
KHM,Cambodia,Movement restrictions,Visa restrictions,2020-03-17,
KHM,Cambodia,Social distancing,Schools closure,,
KHM,Cambodia,Public health measures,Health screenings in airports and border crossings,,
CMR,Cameroon,Public health measures,Awareness campaigns,2020-03-07,Not applicable
CMR,Cameroon,Public health measures,Health screenings in airports and border crossings,2020-03-07,Not applicable
CMR,Cameroon,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-07,Not applicable
CMR,Cameroon,Movement restrictions,Additional health/documents requirements upon arrival,2020-03-07,Not applicable
CMR,Cameroon,Public health measures,Introduction of quarantine policies,2020-03-07,Not applicable
CMR,Cameroon,Movement restrictions,Border closure,2020-03-18,Not applicable
CMR,Cameroon,Movement restrictions,International flights suspension,2020-03-18,Not applicable
CMR,Cameroon,Movement restrictions,Visa restrictions,2020-03-18,Not applicable
CMR,Cameroon,Social distancing,Schools closure,2020-03-18,
CMR,Cameroon,Social distancing,Limit public gatherings,2020-03-18,Not applicable
